Target_genes	TFDP1|Average	SRX1726514|MM.1S	SRX1726517|U-266	STRING
CAST	114.000000	228	0	0
ANAPC2	114.000000	228	0	0
TCFL5	113.500000	227	0	0
STARD3	113.500000	227	0	0
SMAD3	113.500000	227	0	0
RAB4B	113.500000	227	0	0
RAB29	113.500000	227	0	0
PCNX3	113.500000	227	0	0
FJX1	113.500000	227	0	0
F2RL1	113.500000	227	0	0
CCDC39	113.500000	227	0	0
AMACR	113.500000	227	0	0
ALDH5A1	113.500000	227	0	0
ZSCAN20	113.000000	226	0	0
TARS1	113.000000	226	0	0
SIMC1	113.000000	226	0	0
SDHC	113.000000	226	0	0
RBM48	113.000000	226	0	0
PEX1	113.000000	226	0	0
PAQR3	113.000000	226	0	0
NXT2	113.000000	226	0	0
MRPS18A	113.000000	226	0	0
MRPL11	113.000000	226	0	0
MFSD4B	113.000000	226	0	0
LPCAT4	113.000000	226	0	0
DIS3L2	113.000000	226	0	0
DENND6B	113.000000	226	0	0
COA8	113.000000	95	131	0
CAMK1	113.000000	226	0	0
BAG5	113.000000	95	131	0
ZNF253	112.500000	225	0	0
TSR3	112.500000	225	0	0
THAP4	112.500000	225	0	0
SSBP4	112.500000	225	0	0
PDSS2	112.500000	225	0	0
HES6	112.500000	225	0	0
GNPTG	112.500000	225	0	0
DOP1A	112.500000	225	0	0
DIAPH2	112.500000	225	0	0
CACNA1G	112.500000	225	0	0
BCDIN3D	112.500000	149	76	0
ATG4B	112.500000	225	0	0
ADCY1	112.500000	225	0	0
ZNF674	112.000000	224	0	0
WDR5B	112.000000	224	0	0
TOMM34	112.000000	224	0	0
NUDT19	112.000000	224	0	0
NR2C2AP	112.000000	224	0	0
MRPS31	112.000000	224	0	0
MAD1L1	112.000000	224	0	0
KSR2	112.000000	224	0	0
KDM2A	112.000000	224	0	0
HUNK	112.000000	224	0	0
HRH2	112.000000	224	0	0
HAGH	112.000000	224	0	0
GPAM	112.000000	224	0	0
FAHD1	112.000000	224	0	0
EZR	112.000000	224	0	0
ECHDC1	112.000000	224	0	0
DTNA	112.000000	224	0	0
DNPH1	112.000000	224	0	0
COX7C	112.000000	224	0	0
CASTOR3	112.000000	224	0	0
C4orf19	112.000000	224	0	0
BMS1	112.000000	224	0	0
ANK3	112.000000	224	0	0
ACTR3	112.000000	224	0	0
UFSP1	111.500000	223	0	0
TRIM28	111.500000	223	0	0
TRAF6	111.500000	223	0	0
TLR5	111.500000	223	0	0
RAG1	111.500000	223	0	0
PIK3CA	111.500000	121	102	0
GSAP	111.500000	223	0	0
EBF1	111.500000	223	0	0
CAPN2	111.500000	223	0	0
AKT2	111.500000	223	0	0
WRAP73	111.000000	222	0	0
TSPAN12	111.000000	222	0	0
SPR	111.000000	222	0	0
SLC7A5	111.000000	222	0	0
SBNO2	111.000000	222	0	0
PLCXD2	111.000000	222	0	0
PAFAH2	111.000000	222	0	0
FBXL19	111.000000	222	0	0
ARSI	111.000000	222	0	0
VAMP7	110.500000	0	221	0
TRIM47	110.500000	221	0	0
TMEM45A	110.500000	221	0	0
SIK3	110.500000	221	0	0
RELB	110.500000	221	0	0
PDLIM3	110.500000	221	0	0
KIZ	110.500000	221	0	0
FBXW11	110.500000	221	0	0
EFNA4	110.500000	221	0	0
CPT2	110.500000	221	0	0
ZFYVE1	110.000000	124	96	0
TP53	110.000000	220	0	0
SMIM29	110.000000	220	0	0
SECTM1	110.000000	220	0	0
PABPC1L	110.000000	220	0	0
NFXL1	110.000000	220	0	0
NCOR1	110.000000	220	0	0
IRS2	110.000000	220	0	0
FOXO6	110.000000	220	0	0
EPHB1	110.000000	220	0	0
CNOT6	110.000000	220	0	0
CLYBL	110.000000	220	0	0
C12orf66	110.000000	220	0	0
ZNF45	109.500000	95	124	0
UBE2K	109.500000	219	0	0
TXNRD1	109.500000	219	0	0
SETD7	109.500000	219	0	0
PRKCI	109.500000	219	0	0
PCDH10	109.500000	219	0	0
MAN1A1	109.500000	219	0	0
FARS2	109.500000	219	0	0
CTSF	109.500000	219	0	0
CAMKK2	109.500000	219	0	0
ATP13A2	109.500000	219	0	0
UTP25	109.000000	218	0	0
UBAP1	109.000000	218	0	0
TUSC2	109.000000	218	0	0
SNAP47	109.000000	218	0	0
SART3	109.000000	218	0	0
JMJD4	109.000000	218	0	0
GFER	109.000000	218	0	0
GALE	109.000000	218	0	0
CXXC1	109.000000	218	0	0
C1orf159	109.000000	218	0	0
BBS7	109.000000	218	0	0
ZSWIM5	108.500000	217	0	0
WSB1	108.500000	217	0	0
TM9SF3	108.500000	217	0	0
SYDE2	108.500000	217	0	0
RPN2	108.500000	217	0	0
RNF103-CHMP3	108.500000	217	0	0
RMND5A	108.500000	217	0	0
RABGGTA	108.500000	124	93	0
RAB36	108.500000	217	0	0
PTPN13	108.500000	217	0	0
PHAX	108.500000	217	0	0
OAZ3	108.500000	217	0	0
NSMCE1	108.500000	217	0	0
MRPL9	108.500000	217	0	0
MROH8	108.500000	217	0	0
KANK1	108.500000	217	0	0
GYG1	108.500000	217	0	0
FBXO11	108.500000	217	0	0
EMB	108.500000	217	0	0
DDAH1	108.500000	217	0	0
CASTOR2	108.500000	217	0	0
C16orf72	108.500000	217	0	0
ASB6	108.500000	217	0	0
TMEM241	108.000000	216	0	0
RBM5	108.000000	216	0	0
PIAS2	108.000000	216	0	0
PHKB	108.000000	216	0	0
MITF	108.000000	216	0	0
KNSTRN	108.000000	0	216	0
KIF5B	108.000000	216	0	0
KIAA0232	108.000000	216	0	0
KANSL3	108.000000	216	0	0
ITFG1	108.000000	216	0	0
HMX2	108.000000	0	216	0
HBQ1	108.000000	216	0	0
GSTP1	108.000000	216	0	0
GNAQ	108.000000	216	0	0
GET1-SH3BGR	108.000000	216	0	0
GET1	108.000000	216	0	0
DDX3X	108.000000	216	0	0
CNEP1R1	108.000000	216	0	0
C8orf37	108.000000	95	121	0
YLPM1	107.500000	215	0	0
TAF6L	107.500000	215	0	0
STYX	107.500000	215	0	0
STS	107.500000	215	0	0
RPL9	107.500000	215	0	0
RPL21	107.500000	215	0	0
RNPEP	107.500000	215	0	0
PUDP	107.500000	215	0	0
PTPRD	107.500000	215	0	0
PSMD10	107.500000	215	0	0
OTUD6B	107.500000	215	0	0
MAP1LC3B	107.500000	215	0	0
MAN1A2	107.500000	132	83	0
MAGI3	107.500000	215	0	0
LIAS	107.500000	215	0	0
IRF4	107.500000	215	0	0
HPRT1	107.500000	215	0	0
FBXO31	107.500000	215	0	0
FBXO30	107.500000	215	0	0
EYA3	107.500000	215	0	0
DOCK8	107.500000	215	0	0
ATP7B	107.500000	215	0	0
ATG4A	107.500000	215	0	0
ALG11	107.500000	215	0	0
WASF3	107.000000	214	0	0
TRAPPC11	107.000000	214	0	0
RWDD4	107.000000	214	0	0
OSR2	107.000000	214	0	0
MRPS9	107.000000	214	0	0
LZTS3	107.000000	214	0	0
GALNT11	107.000000	214	0	0
GABARAPL1	107.000000	214	0	0
FEZ2	107.000000	214	0	0
EPC2	107.000000	214	0	0
ELP3	107.000000	214	0	0
DPH7	107.000000	214	0	0
ATRN	107.000000	214	0	0
ZNF654	106.500000	213	0	0
ZIK1	106.500000	0	213	0
ZC3H11A	106.500000	213	0	0
RNF44	106.500000	213	0	0
PIP5K1C	106.500000	213	0	0
PCYT1A	106.500000	113	100	0
PARM1	106.500000	213	0	0
LARS1	106.500000	213	0	0
CHCHD5	106.500000	213	0	0
AGAP11	106.500000	213	0	0
ZNF843	106.000000	212	0	0
ZNF148	106.000000	212	0	0
TRADD	106.000000	212	0	0
ST14	106.000000	212	0	0
SLC2A13	106.000000	212	0	0
PIP5K1B	106.000000	212	0	0
GOLT1A	106.000000	212	0	0
FBXL8	106.000000	212	0	0
DPAGT1	106.000000	212	0	0
COLGALT1	106.000000	212	0	0
CELSR3	106.000000	101	111	0
AIFM1	106.000000	90	122	0
AGO1	106.000000	212	0	0
ACTR2	106.000000	212	0	0
SMIM19	105.500000	211	0	0
SMIM10L1	105.500000	211	0	0
SLC20A2	105.500000	211	0	0
PRKRIP1	105.500000	211	0	0
PRH1-TAS2R14	105.500000	211	0	0
NDUFB3	105.500000	211	0	0
MARK2	105.500000	211	0	0
HEY1	105.500000	211	0	0
GTF2H3	105.500000	0	211	0
GRPEL1	105.500000	211	0	0
FAM126B	105.500000	211	0	0
EIF2B1	105.500000	0	211	0
EEF1AKMT2	105.500000	211	0	0
DIS3L	105.500000	211	0	0
DGCR2	105.500000	211	0	0
DGAT1	105.500000	211	0	0
DAD1	105.500000	124	87	0
BTC	105.500000	211	0	0
ATP5F1A	105.500000	211	0	0
UHRF1BP1L	105.000000	210	0	0
SEPTIN5	105.000000	210	0	0
PDCL3	105.000000	210	0	0
NPC1	105.000000	210	0	0
MYSM1	105.000000	210	0	0
MLH3	105.000000	132	78	0
MIDN	105.000000	210	0	0
MFSD10	105.000000	210	0	0
KRT18	105.000000	210	0	0
HSP90AA1	105.000000	210	0	0
FIBP	105.000000	210	0	0
FAM207A	105.000000	210	0	0
ZNF525	104.500000	209	0	0
VARS1	104.500000	209	0	0
UNC13B	104.500000	209	0	0
SLMAP	104.500000	209	0	0
SLC5A6	104.500000	209	0	0
RPL7A	104.500000	209	0	0
PEX26	104.500000	209	0	0
MINDY1	104.500000	209	0	0
MED22	104.500000	209	0	0
MAST4	104.500000	209	0	0
KHNYN	104.500000	209	0	0
FERMT1	104.500000	209	0	0
CKAP4	104.500000	209	0	0
CCN1	104.500000	209	0	0
CCDC86	104.500000	209	0	0
CBLN3	104.500000	209	0	0
ATRAID	104.500000	209	0	0
ZNF8	104.000000	108	100	0
WAC	104.000000	208	0	0
TRABD	104.000000	208	0	0
SUCLG2	104.000000	208	0	0
SPTY2D1	104.000000	208	0	0
SPIN1	104.000000	208	0	0
SMARCD2	104.000000	208	0	0
SMARCD1	104.000000	208	0	0
NPRL3	104.000000	208	0	0
NELFCD	104.000000	208	0	0
KMT2B	104.000000	208	0	0
GPRC5A	104.000000	208	0	0
FTL	104.000000	208	0	0
FAIM	104.000000	208	0	0
ANKZF1	104.000000	208	0	0
AMMECR1L	104.000000	208	0	0
SLC9A8	103.500000	207	0	0
RPL5	103.500000	110	97	0
PPP3CA	103.500000	207	0	0
NDUFB2	103.500000	207	0	0
MAP3K2	103.500000	207	0	0
KLHL8	103.500000	207	0	0
IRAK1BP1	103.500000	207	0	0
CTNNBL1	103.500000	207	0	0
AURKAIP1	103.500000	207	0	0
ZNF285	103.000000	206	0	0
WDR25	103.000000	206	0	0
WARS1	103.000000	206	0	0
UQCRH	103.000000	206	0	0
TWNK	103.000000	206	0	0
TEX22	103.000000	206	0	0
TAFA5	103.000000	206	0	0
SLC2A4	103.000000	206	0	0
SLC1A3	103.000000	206	0	0
RXRA	103.000000	206	0	0
RTRAF	103.000000	206	0	0
RNLS	103.000000	206	0	0
RBM10	103.000000	206	0	0
RASSF6	103.000000	206	0	0
RAB9B	103.000000	206	0	0
POMGNT2	103.000000	206	0	0
PLRG1	103.000000	206	0	0
NOTCH1	103.000000	206	0	0
NOMO3	103.000000	206	0	0
NOMO2	103.000000	206	0	0
NDUFB11	103.000000	206	0	0
MRPL43	103.000000	206	0	0
MANBA	103.000000	206	0	0
LRRC41	103.000000	206	0	0
IL18R1	103.000000	206	0	0
GCHFR	103.000000	206	0	0
FAM178B	103.000000	0	206	0
EEF1E1	103.000000	206	0	0
DUS1L	103.000000	206	0	0
DENND1A	103.000000	206	0	0
CCDC110	103.000000	206	0	0
AKAP17A	103.000000	206	0	0
XPR1	102.500000	205	0	0
WDR12	102.500000	205	0	0
SMCO4	102.500000	205	0	0
OCLN	102.500000	205	0	0
MEIS2	102.500000	205	0	0
MED18	102.500000	205	0	0
FTCDNL1	102.500000	205	0	0
FOXN4	102.500000	205	0	0
DSEL	102.500000	205	0	0
COPS2	102.500000	205	0	0
CARF	102.500000	205	0	0
ZNF460	102.000000	204	0	0
ZFAND1	102.000000	204	0	0
TOMM22	102.000000	204	0	0
TEX261	102.000000	204	0	0
TAF6	102.000000	204	0	0
STAG3	102.000000	204	0	0
SMIM26	102.000000	204	0	0
PUSL1	102.000000	204	0	0
PRKCQ	102.000000	204	0	0
P4HA1	102.000000	204	0	0
NECTIN1	102.000000	204	0	0
MRPS5	102.000000	204	0	0
MFSD3	102.000000	204	0	0
LHX4	102.000000	204	0	0
GPC2	102.000000	204	0	0
DENND1B	102.000000	204	0	0
CNPY4	102.000000	204	0	0
CDIPT	102.000000	204	0	0
ACAP3	102.000000	204	0	0
ZNF549	101.500000	0	203	0
UVSSA	101.500000	203	0	0
TRMT1L	101.500000	203	0	0
TMEM63A	101.500000	203	0	0
SWT1	101.500000	203	0	0
SH3BP5L	101.500000	203	0	0
SDHAF4	101.500000	203	0	0
RANGRF	101.500000	203	0	0
PIK3R1	101.500000	203	0	0
KRTAP4-6	101.500000	117	86	0
EXO5	101.500000	0	203	0
EPHX1	101.500000	203	0	0
EDEM1	101.500000	203	0	0
DYNLT1	101.500000	88	115	0
CDC34	101.500000	203	0	0
ZNF639	101.000000	202	0	0
ZBTB7C	101.000000	202	0	0
UPRT	101.000000	202	0	0
TSPYL4	101.000000	202	0	0
SMIM10	101.000000	202	0	0
RPL8	101.000000	202	0	0
POLK	101.000000	202	0	0
PDE5A	101.000000	202	0	0
NPPC	101.000000	202	0	0
MINPP1	101.000000	98	104	0
GGNBP2	101.000000	202	0	0
FAT1	101.000000	202	0	0
FAM177A1	101.000000	110	92	0
CERT1	101.000000	202	0	0
ATG12	101.000000	202	0	0
AP3S1	101.000000	202	0	0
USP17L8	100.500000	201	0	0
TNFRSF21	100.500000	201	0	0
RNGTT	100.500000	201	0	0
MEF2B	100.500000	201	0	0
MCOLN3	100.500000	0	201	0
GATD1	100.500000	201	0	0
CBR3	100.500000	201	0	0
ARPC2	100.500000	201	0	0
APBB2	100.500000	201	0	0
AFG1L	100.500000	201	0	0
WDR18	100.000000	200	0	0
UBQLN4	100.000000	200	0	0
TUBG2	100.000000	200	0	0
TRIB1	100.000000	200	0	0
STK11IP	100.000000	200	0	0
ROPN1	100.000000	200	0	0
RFT1	100.000000	200	0	0
LAMTOR2	100.000000	200	0	0
HDAC10	100.000000	200	0	0
H4-16	100.000000	200	0	0
VPS8	99.500000	199	0	0
SNAI1	99.500000	199	0	0
EHMT2	99.500000	199	0	0
CLASP1	99.500000	199	0	0
C2	99.500000	199	0	0
ABTB2	99.500000	199	0	0
ZNF878	99.000000	0	198	0
PRKCB	99.000000	198	0	0
PLEKHA2	99.000000	198	0	0
MRPL38	99.000000	198	0	0
JPH1	99.000000	198	0	0
ERLIN2	99.000000	198	0	0
CZIB	99.000000	198	0	0
CCDC38	99.000000	198	0	0
AMDHD1	99.000000	198	0	0
AGRN	99.000000	198	0	0
ZNF484	98.500000	197	0	0
ZNF230	98.500000	119	78	0
URI1	98.500000	197	0	0
TMCO4	98.500000	197	0	0
TLL2	98.500000	197	0	0
SLC25A22	98.500000	197	0	0
SIDT2	98.500000	197	0	0
RNFT2	98.500000	197	0	0
PPARA	98.500000	197	0	0
PANO1	98.500000	197	0	0
NKAIN2	98.500000	197	0	0
NDUFS2	98.500000	197	0	0
NDFIP1	98.500000	197	0	0
NANS	98.500000	197	0	0
MYL6B	98.500000	197	0	0
MPHOSPH6	98.500000	197	0	0
MALSU1	98.500000	197	0	0
LPAR1	98.500000	197	0	0
GLG1	98.500000	197	0	0
FAM124A	98.500000	197	0	0
DYNC1LI2	98.500000	197	0	0
DDX23	98.500000	197	0	0
CTSO	98.500000	197	0	0
C12orf49	98.500000	197	0	0
BCL2L1	98.500000	197	0	0
BBS12	98.500000	197	0	0
ARAF	98.500000	197	0	0
SAP30L	98.000000	196	0	0
PAM16	98.000000	196	0	0
NRG1	98.000000	196	0	0
MPRIP	98.000000	196	0	0
MED16	98.000000	196	0	0
CHSY3	98.000000	196	0	0
BMT2	98.000000	196	0	0
UCKL1	97.500000	195	0	0
TUBA1C	97.500000	195	0	0
NOXA1	97.500000	195	0	0
MOCS3	97.500000	195	0	0
MGST1	97.500000	195	0	0
FSTL4	97.500000	195	0	0
DPM1	97.500000	195	0	0
CHRDL1	97.500000	195	0	0
ALKBH5	97.500000	195	0	0
USP20	97.000000	194	0	0
SNX10	97.000000	194	0	0
SLC41A1	97.000000	194	0	0
SLC35A1	97.000000	194	0	0
SEC23B	97.000000	194	0	0
RFXANK	97.000000	194	0	0
RAB21	97.000000	194	0	0
MAPKAPK3	97.000000	194	0	0
LUZP1	97.000000	194	0	0
HGS	97.000000	194	0	0
HBP1	97.000000	194	0	0
GNB1	97.000000	194	0	0
FRYL	97.000000	194	0	0
FAM160A1	97.000000	194	0	0
CORO6	97.000000	194	0	0
CISH	97.000000	194	0	0
C9orf78	97.000000	194	0	0
BORCS8	97.000000	194	0	0
ARL16	97.000000	194	0	0
ACBD5	97.000000	194	0	0
SEC14L5	96.500000	193	0	0
RGS9BP	96.500000	193	0	0
POLR3F	96.500000	193	0	0
PIEZO2	96.500000	0	193	0
KIF27	96.500000	193	0	0
GOT2	96.500000	193	0	0
DZANK1	96.500000	193	0	0
CCDC91	96.500000	193	0	0
CCDC112	96.500000	193	0	0
ANKRD27	96.500000	193	0	0
TXNDC5	96.000000	192	0	0
TBC1D22A	96.000000	192	0	0
SYNJ2	96.000000	192	0	0
SRP68	96.000000	192	0	0
RPAP1	96.000000	192	0	0
PTCD3	96.000000	192	0	0
POLR2K	96.000000	192	0	0
POLR1A	96.000000	192	0	0
PAG1	96.000000	192	0	0
OSCP1	96.000000	192	0	0
NAA60	96.000000	192	0	0
GRSF1	96.000000	192	0	0
DDIT4	96.000000	192	0	0
CPED1	96.000000	192	0	0
CASP6	96.000000	192	0	0
ZDHHC14	95.500000	191	0	0
TMCO1	95.500000	191	0	0
PEX14	95.500000	191	0	0
OST4	95.500000	191	0	0
NDNF	95.500000	191	0	0
H3-3B	95.500000	191	0	0
H1-10	95.500000	191	0	0
GSDMD	95.500000	191	0	0
GLI4	95.500000	191	0	0
GATD3B	95.500000	191	0	0
GATD3A	95.500000	191	0	0
F8	95.500000	191	0	0
DTX2	95.500000	191	0	0
CRPPA	95.500000	191	0	0
ATP5PO	95.500000	191	0	0
ZMYND19	95.000000	190	0	0
SCFD2	95.000000	190	0	0
RAB40C	95.000000	190	0	0
NR1H3	95.000000	190	0	0
MT1X	95.000000	190	0	0
DUSP18	95.000000	190	0	0
DPF1	95.000000	190	0	0
CCDC71L	95.000000	190	0	0
C5orf63	95.000000	190	0	0
ACP2	95.000000	190	0	0
XRN1	94.500000	189	0	0
UBE2Z	94.500000	189	0	0
SAXO1	94.500000	189	0	0
RRAGA	94.500000	189	0	0
PTBP2	94.500000	189	0	0
PPAN-P2RY11	94.500000	189	0	0
PPAN	94.500000	189	0	0
PAIP2B	94.500000	106	83	0
NFKBID	94.500000	189	0	0
MLXIP	94.500000	189	0	0
LASP1	94.500000	189	0	0
HES1	94.500000	189	0	0
DRAM2	94.500000	189	0	0
DNAJC13	94.500000	189	0	0
CLK3	94.500000	189	0	0
CEPT1	94.500000	189	0	0
C1RL	94.500000	189	0	0
ASCC2	94.500000	189	0	0
AIG1	94.500000	189	0	0
ZCCHC14	94.000000	188	0	0
USP19	94.000000	188	0	0
TXN	94.000000	188	0	0
TSR2	94.000000	188	0	0
TSEN54	94.000000	188	0	0
TOP2B	94.000000	188	0	0
SOCS2	94.000000	188	0	0
SEC24D	94.000000	188	0	0
RPS8	94.000000	188	0	0
PEX10	94.000000	188	0	0
PERP	94.000000	188	0	0
OPN3	94.000000	188	0	0
ITGB4	94.000000	188	0	0
HIP1	94.000000	188	0	0
GPS2	94.000000	188	0	0
FBXL7	94.000000	188	0	0
CASKIN2	94.000000	188	0	0
CANT1	94.000000	188	0	0
ZNF638	93.500000	187	0	0
ZNF572	93.500000	187	0	0
ZNF296	93.500000	187	0	0
TBL2	93.500000	187	0	0
TBC1D19	93.500000	187	0	0
SMARCC2	93.500000	187	0	0
SLCO3A1	93.500000	187	0	0
SLC9B2	93.500000	187	0	0
SGCE	93.500000	187	0	0
RNF169	93.500000	187	0	0
PLCL1	93.500000	187	0	0
PEG10	93.500000	187	0	0
ONECUT1	93.500000	187	0	0
MYO5A	93.500000	187	0	0
LSR	93.500000	187	0	0
LENG9	93.500000	187	0	0
GEMIN7	93.500000	187	0	0
FYCO1	93.500000	187	0	0
ZMYM3	93.000000	186	0	0
SFSWAP	93.000000	0	186	0
SELENOS	93.000000	86	100	0
RHOT2	93.000000	186	0	0
PHF5A	93.000000	186	0	0
NPNT	93.000000	186	0	0
HPS6	93.000000	186	0	0
EXOC7	93.000000	186	0	0
CR2	93.000000	186	0	0
CCSER2	93.000000	186	0	0
BLOC1S2	93.000000	186	0	0
BBS2	93.000000	186	0	0
ATXN7	93.000000	186	0	0
ANKRD52	93.000000	186	0	0
AKAP7	93.000000	186	0	0
ACO2	93.000000	186	0	0
ZNF501	92.500000	185	0	0
ZFP14	92.500000	0	185	0
ZDHHC24	92.500000	185	0	0
TEAD4	92.500000	185	0	0
SYS1	92.500000	185	0	0
SPNS1	92.500000	185	0	0
SPATA33	92.500000	185	0	0
SLC39A9	92.500000	185	0	0
SLC30A9	92.500000	185	0	0
PKIG	92.500000	185	0	0
OGDHL	92.500000	185	0	0
MYRIP	92.500000	185	0	0
MRPS2	92.500000	185	0	0
MAP9	92.500000	185	0	0
INTS2	92.500000	185	0	0
FAM219B	92.500000	185	0	0
ERH	92.500000	185	0	0
CHMP1A	92.500000	185	0	0
C9orf116	92.500000	185	0	0
ADORA1	92.500000	185	0	0
ACTN3	92.500000	185	0	0
ZSWIM3	92.000000	184	0	0
XPA	92.000000	184	0	0
UFL1	92.000000	184	0	0
TRIM46	92.000000	184	0	0
TFAP2C	92.000000	184	0	0
SELENOO	92.000000	184	0	0
PSMD12	92.000000	184	0	0
PDLIM5	92.000000	184	0	0
MON1A	92.000000	184	0	0
MED15	92.000000	184	0	0
KRTCAP2	92.000000	184	0	0
KCTD5	92.000000	184	0	0
FMN1	92.000000	184	0	0
DUSP3	92.000000	184	0	0
CCSER1	92.000000	184	0	0
ATE1	92.000000	184	0	0
ARHGAP31	92.000000	184	0	0
ACOT8	92.000000	184	0	0
ZNF800	91.500000	183	0	0
ZNF592	91.500000	183	0	0
WFDC2	91.500000	183	0	0
VOPP1	91.500000	183	0	0
STMN1	91.500000	183	0	0
SH3RF1	91.500000	183	0	0
RYK	91.500000	183	0	0
RPL11	91.500000	183	0	0
PHB2	91.500000	183	0	0
LOC102724770	91.500000	183	0	0
KMT2A	91.500000	183	0	0
KCNN3	91.500000	183	0	0
EIF2D	91.500000	183	0	0
DGCR6	91.500000	183	0	0
CTSC	91.500000	183	0	0
ZNF43	91.000000	0	182	0
SORL1	91.000000	182	0	0
SLC25A37	91.000000	182	0	0
SEC61G	91.000000	182	0	0
RIMBP3C	91.000000	182	0	0
RIMBP3B	91.000000	182	0	0
PSMD2	91.000000	182	0	0
GMEB1	91.000000	182	0	0
EEF2K	91.000000	182	0	0
DISP3	91.000000	182	0	0
USP47	90.500000	181	0	0
TRPC4AP	90.500000	116	65	0
STK39	90.500000	181	0	0
RIMBP3	90.500000	181	0	0
NT5E	90.500000	181	0	0
MRPS18C	90.500000	181	0	0
KLF7	90.500000	181	0	0
ITPR2	90.500000	181	0	0
HSD17B4	90.500000	181	0	0
HELQ	90.500000	181	0	0
ENOSF1	90.500000	181	0	0
CYP4V2	90.500000	181	0	0
CD83	90.500000	181	0	0
CAPN15	90.500000	181	0	0
BORCS6	90.500000	181	0	0
ALKBH8	90.500000	181	0	0
ADRM1	90.500000	181	0	0
ZNF526	90.000000	180	0	0
TNFAIP1	90.000000	180	0	0
SPRED2	90.000000	180	0	0
SNW1	90.000000	180	0	0
SNAPC5	90.000000	75	105	0
SLC16A7	90.000000	180	0	0
SLC12A9	90.000000	180	0	0
RPS6KC1	90.000000	180	0	0
RBM25	90.000000	180	0	0
PPP1R9B	90.000000	180	0	0
PLSCR2	90.000000	180	0	0
PIGS	90.000000	180	0	0
PANK3	90.000000	180	0	0
PAGE2B	90.000000	0	180	0
NRXN3	90.000000	180	0	0
NBN	90.000000	180	0	0
MTMR6	90.000000	180	0	0
LYPD6B	90.000000	180	0	0
KATNAL1	90.000000	180	0	0
IFT20	90.000000	180	0	0
IDNK	90.000000	180	0	0
HFM1	90.000000	180	0	0
GTF2F2	90.000000	180	0	0
G3BP1	90.000000	180	0	0
FKBP1A	90.000000	180	0	0
EPHA3	90.000000	180	0	0
EHD3	90.000000	180	0	0
DTD2	90.000000	180	0	0
DNM2	90.000000	180	0	0
DEDD2	90.000000	180	0	0
CPEB4	90.000000	180	0	0
CDK18	90.000000	180	0	0
CAPN14	90.000000	180	0	0
ATP1A1	90.000000	180	0	0
ANKRD26	90.000000	180	0	0
ACADS	90.000000	180	0	0
ZNF621	89.500000	179	0	0
ZNF227	89.500000	179	0	0
ZMAT5	89.500000	179	0	0
ZBTB33	89.500000	179	0	0
VPS39	89.500000	179	0	0
UQCR10	89.500000	179	0	0
UFSP2	89.500000	179	0	0
TMSB10	89.500000	179	0	0
ST20-MTHFS	89.500000	179	0	0
SORD	89.500000	179	0	0
SMARCB1	89.500000	179	0	0
SCN8A	89.500000	179	0	0
ROGDI	89.500000	179	0	0
RGS7	89.500000	179	0	0
NRSN2	89.500000	179	0	0
NFKB1	89.500000	179	0	0
MTFP1	89.500000	179	0	0
MSC	89.500000	179	0	0
EPHA4	89.500000	179	0	0
CCDC9	89.500000	179	0	0
C20orf96	89.500000	179	0	0
AGTRAP	89.500000	179	0	0
TMEM33	89.000000	178	0	0
SLX4IP	89.000000	178	0	0
MKKS	89.000000	178	0	0
KCTD3	89.000000	178	0	0
JPT1	89.000000	178	0	0
GNPDA1	89.000000	178	0	0
CPPED1	89.000000	178	0	0
ATXN7L3B	89.000000	178	0	0
ZNF256	88.500000	0	177	0
WFDC3	88.500000	177	0	0
TNIP1	88.500000	177	0	0
TMEM199	88.500000	177	0	0
SNX13	88.500000	177	0	0
RGS19	88.500000	177	0	0
POLDIP2	88.500000	177	0	0
OPRL1	88.500000	177	0	0
DST	88.500000	177	0	0
DNTTIP1	88.500000	177	0	0
DISP2	88.500000	177	0	0
CETN3	88.500000	177	0	0
BEND6	88.500000	177	0	0
ATP5IF1	88.500000	177	0	0
ACVR2B	88.500000	177	0	0
UXS1	88.000000	176	0	0
TPGS1	88.000000	176	0	0
SSPN	88.000000	176	0	0
SLC30A4	88.000000	176	0	0
MYL6	88.000000	176	0	0
LEF1	88.000000	176	0	0
KTI12	88.000000	176	0	0
KCND2	88.000000	176	0	0
HOXB9	88.000000	176	0	0
GOLGA8A	88.000000	176	0	0
FAM167B	88.000000	176	0	0
USP8	87.500000	175	0	0
TTC16	87.500000	175	0	0
TRMT2B	87.500000	175	0	0
SH3BP2	87.500000	175	0	0
RBM12	87.500000	175	0	0
PTRH1	87.500000	175	0	0
MAGED2	87.500000	175	0	0
CPNE1	87.500000	175	0	0
COL4A4	87.500000	175	0	0
COL4A3	87.500000	175	0	0
CGN	87.500000	175	0	0
CCT5	87.500000	175	0	0
BTBD9	87.500000	175	0	0
ATPSCKMT	87.500000	175	0	0
AARD	87.500000	0	175	0
TRIM56	87.000000	174	0	0
TOR4A	87.000000	174	0	0
SMN2	87.000000	174	0	0
SMN1	87.000000	174	0	0
PGAP1	87.000000	174	0	0
PFN1	87.000000	174	0	0
NOTCH2	87.000000	174	0	0
NECAP2	87.000000	174	0	0
MTF1	87.000000	174	0	0
MOSPD3	87.000000	174	0	0
MARVELD2	87.000000	174	0	0
IRF1	87.000000	174	0	0
GHITM	87.000000	174	0	0
BRI3BP	87.000000	0	174	0
UBLCP1	86.500000	173	0	0
