Target_genes	E2F1|Average	SRX022432|HeLa	SRX150446|HeLa	SRX150563|HeLa	SRX734309|HMEC	SRX2565135|LNCAP	SRX2565136|LNCAP	SRX992662|LNCAP	SRX150556|MCF-7	SRX2585781|MDA-MB-231	SRX1726515|MM.1S	SRX275409|OCI-LY1	SRX1556104|PC-3	SRX1556105|PC-3	SRX1497386|RAJI	SRX1497396|RAJI	SRX1007721|SK-MEL-147	SRX1726518|U-266	SRX334238|Unclassified	SRX334239|Unclassified	SRX334242|Unclassified	SRX334243|Unclassified	SRX334246|Unclassified	SRX334247|Unclassified	SRX334250|Unclassified	SRX334251|Unclassified	SRX334254|Unclassified	SRX334255|Unclassified	SRX334258|Unclassified	SRX334259|Unclassified	SRX334262|Unclassified	SRX334263|Unclassified	SRX334265|Unclassified	SRX334266|Unclassified	SRX1548204|Wharton_Jelly	SRX1548205|Wharton_Jelly	SRX1548206|Wharton_Jelly	SRX1548207|Wharton_Jelly	SRX1548208|Wharton_Jelly	SRX1548209|Wharton_Jelly	STRING
KALRN	30.461538	0	229	0	0	216	0	0	600	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF788P	30.410256	0	0	0	0	0	0	0	0	1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF180	30.410256	0	0	0	0	257	0	170	447	0	0	0	0	0	0	0	0	0	119	0	91	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIEN1	30.410256	0	0	0	0	546	0	251	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHYKPL	30.384615	0	102	0	0	208	0	323	0	284	0	0	0	0	0	0	0	0	0	0	0	0	119	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F2R	30.384615	0	0	0	0	415	0	166	0	180	0	0	0	0	0	0	0	0	104	0	0	0	114	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0
SPNS2	30.358974	0	0	0	0	128	0	232	0	488	0	0	0	0	0	0	0	0	129	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC34	30.358974	0	0	0	0	0	0	588	0	333	149	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM10	30.333333	157	687	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OGFR	30.333333	0	0	0	0	310	0	334	0	319	0	0	0	0	0	0	0	0	145	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MB	30.333333	0	0	0	0	218	0	243	172	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JCAD	30.333333	0	0	0	0	304	0	626	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0
GPR6	30.307692	0	0	0	0	216	0	215	607	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAAH2	30.307692	0	0	0	0	178	0	228	521	0	0	0	0	0	0	0	0	0	155	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPP1	30.256410	0	0	0	0	0	0	622	0	194	201	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPSL1	30.256410	0	155	0	0	0	0	0	1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEBPE	30.256410	0	0	0	0	489	0	193	0	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRABD2B	30.230769	0	0	0	0	468	0	360	0	0	0	0	0	0	0	0	0	0	119	0	0	90	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELF5	30.230769	0	156	0	0	165	0	191	0	0	0	236	0	0	0	0	0	0	88	0	0	98	145	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
PCDHGB5	30.205128	0	0	0	0	283	0	0	373	0	0	0	0	0	0	0	0	0	312	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGA9	30.205128	0	0	0	0	283	0	0	373	0	0	0	0	0	0	0	0	0	312	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PARP10	30.205128	0	0	0	126	386	0	326	0	141	0	0	0	0	0	0	0	96	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFI35	30.205128	0	0	0	0	110	0	144	285	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPLX1	30.205128	0	599	93	0	193	0	132	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC2	30.179487	0	311	93	0	206	0	217	0	122	114	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB39	30.153846	0	0	0	0	273	0	354	0	0	0	180	0	0	0	0	0	0	221	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOP1MT	30.153846	0	0	0	0	221	0	428	165	221	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLCO2A1	30.153846	0	0	0	0	354	0	345	0	0	0	0	0	0	0	0	0	0	211	0	0	0	131	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A6	30.153846	0	0	0	0	346	0	132	137	192	0	0	0	0	0	94	0	0	153	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSG2	30.153846	0	0	0	0	668	0	185	0	0	0	0	0	0	0	0	0	0	170	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBP2L	30.153846	0	322	199	0	0	0	0	465	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMERB1	30.153846	0	0	0	0	522	0	212	136	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D25	30.076923	0	0	0	0	274	0	311	0	164	160	0	0	0	0	0	0	0	130	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOB1B	30.051282	0	0	0	0	189	0	129	0	747	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KBTBD11	30.051282	0	0	0	0	234	0	296	0	0	0	0	0	0	0	0	0	0	149	0	0	136	139	0	131	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX12	30.000000	0	0	0	0	0	0	0	0	1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAP2C	30.000000	0	0	0	0	195	0	228	307	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL18	30.000000	0	0	0	0	0	0	0	0	1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HECW2	30.000000	0	302	252	0	0	0	0	616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAT5A	29.948718	0	176	0	0	0	0	0	0	992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDELR1	29.948718	0	0	0	0	0	0	116	0	930	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLL2	29.923077	0	0	0	0	361	0	302	135	0	0	0	0	0	0	0	0	0	86	0	0	101	90	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPZL3	29.897436	117	0	0	0	250	0	421	0	292	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF225	29.871795	0	0	0	0	110	0	0	261	794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABBR2	29.871795	0	0	0	0	468	0	191	0	0	0	0	0	0	0	0	0	0	240	0	90	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC175	29.871795	0	0	0	0	307	0	152	706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA2B	29.820513	0	0	0	0	686	0	183	0	189	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA2	29.820513	0	0	0	0	686	0	183	0	189	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCR3	29.820513	0	0	0	0	97	0	266	0	0	0	0	0	0	0	0	0	0	251	166	132	0	149	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNPLA3	29.794872	0	149	0	0	274	0	339	0	262	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD12	29.794872	0	0	0	0	0	0	232	438	398	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINB5	29.769231	0	0	0	119	0	0	295	0	193	0	0	0	0	0	0	0	0	165	111	139	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCRTR1	29.769231	0	0	0	0	364	0	464	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SORBS3	29.743590	0	265	129	0	182	0	243	0	209	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKD1L1	29.743590	0	0	0	0	0	0	0	1160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED12	29.743590	0	0	0	0	177	0	124	269	465	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARNT2	29.743590	0	0	0	0	222	0	0	375	0	0	0	0	0	0	0	0	0	175	0	0	0	90	0	116	92	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0
IFFO2	29.717949	0	0	0	0	97	0	388	0	251	0	0	0	0	0	0	0	0	218	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCAS1	29.717949	0	0	0	0	0	0	0	511	648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAC3	29.692308	0	0	0	0	184	0	432	0	238	0	0	0	0	0	0	0	0	174	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM272	29.666667	0	0	0	0	206	0	395	0	185	0	0	0	0	0	0	0	0	0	0	0	0	243	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHST15	29.641026	0	0	0	0	81	0	166	245	664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCOLN3	29.615385	0	0	0	216	154	0	0	610	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHA3	29.615385	0	0	0	0	265	0	170	214	178	0	0	0	0	0	0	0	0	170	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOLA3	29.564103	0	81	0	0	281	0	367	0	197	0	132	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM98	29.538462	0	0	0	0	371	0	453	0	0	0	0	0	0	0	0	0	0	0	0	156	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRM2	29.538462	0	0	0	0	309	0	289	422	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCEAL9	29.512821	0	0	0	0	0	0	0	0	1059	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM89A	29.512821	0	0	0	0	191	0	223	210	178	0	109	0	0	0	0	0	0	153	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1E	29.512821	0	0	0	0	395	0	322	0	0	0	0	0	0	0	0	0	0	116	0	0	0	192	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP2	29.461538	0	0	0	0	286	0	271	0	282	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPK3B	29.461538	0	0	0	0	334	0	101	292	316	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTOF	29.461538	0	0	0	125	82	0	124	660	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT28	29.461538	0	0	0	0	329	0	306	0	179	0	0	0	0	0	0	0	0	190	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM166C	29.461538	0	0	0	125	82	0	124	660	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL19A1	29.435897	0	0	0	0	193	0	389	166	165	0	0	0	0	0	0	0	0	0	0	0	0	84	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD8A	29.435897	0	0	0	0	377	0	108	255	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSHZ3	29.410256	0	0	0	0	159	0	315	531	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNNI3	29.410256	0	0	0	0	164	0	326	0	166	0	0	0	0	0	0	0	0	244	118	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROM1	29.410256	0	200	0	0	238	0	288	0	181	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EML3	29.410256	0	200	0	0	238	0	288	0	181	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R3G	29.333333	0	410	100	0	0	0	0	0	634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUPR1	29.307692	0	0	0	0	281	0	248	0	194	0	0	0	0	0	0	0	0	174	0	0	145	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAF3IP2	29.282051	0	0	0	0	130	0	287	328	276	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC36	29.256410	0	0	0	0	248	0	265	231	0	0	0	0	0	0	0	0	0	154	0	0	0	147	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM25	29.256410	0	0	0	0	248	0	265	231	0	0	0	0	0	0	0	0	0	154	0	0	0	147	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKCQ	29.256410	0	322	0	98	213	0	130	0	0	0	0	0	0	0	0	0	0	145	0	119	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP9	29.256410	0	241	0	0	125	0	365	0	0	0	0	0	0	0	0	0	0	203	0	0	0	74	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERBB4	29.205128	0	299	138	0	0	0	0	702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCK	29.205128	0	0	0	0	0	0	358	781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HYDIN	29.179487	0	0	0	0	865	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F13A1	29.179487	0	0	0	0	0	0	0	0	1138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTC	29.179487	0	141	104	0	186	0	212	250	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL3	29.128205	0	346	0	0	0	0	0	0	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXO4	29.102564	0	0	0	0	206	0	237	0	531	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF69	29.051282	0	0	0	0	0	0	0	0	1133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPP6	29.051282	0	0	0	0	304	0	0	161	0	0	0	0	0	0	0	0	0	217	0	184	0	125	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CECR2	29.051282	0	0	0	0	171	0	211	210	0	0	0	0	0	0	0	0	0	102	95	111	0	122	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4F6	29.000000	0	0	0	0	0	0	0	0	1131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRB1	28.897436	0	0	0	0	136	0	118	633	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFCP2	28.871795	234	0	0	0	0	0	0	0	892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM72	28.820513	0	0	0	0	241	0	124	336	0	0	0	0	0	0	0	0	0	150	0	0	117	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYDC1	28.820513	0	0	0	0	241	0	124	336	0	0	0	0	0	0	0	0	0	150	0	0	117	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LXN	28.820513	0	0	0	0	0	0	151	364	477	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC184	28.820513	0	0	0	0	128	0	239	613	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNTFR	28.794872	0	0	0	0	281	0	0	131	0	0	0	0	0	0	0	0	0	281	0	0	119	219	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0
SHISA4	28.769231	0	0	0	0	420	0	125	135	205	0	0	0	0	0	0	0	0	139	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NANOS3	28.769231	0	0	0	0	334	0	108	0	526	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNK1	28.743590	0	0	0	143	266	0	228	0	0	88	0	0	0	0	0	0	0	134	0	143	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EYA1	28.743590	0	0	0	0	137	0	311	564	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGFB1I1	28.717949	0	0	0	0	136	0	358	0	479	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS21	28.717949	0	811	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAPSA	28.692308	0	0	0	0	122	0	0	0	997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXOC6B	28.692308	0	0	0	0	321	0	0	0	798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC3	28.692308	0	210	0	0	234	0	309	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRGN	28.666667	0	0	0	0	0	0	0	0	1118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMCC3	28.641026	0	0	0	0	135	0	129	360	393	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NT5C3B	28.641026	0	0	0	0	420	0	459	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL10	28.641026	0	0	0	0	420	0	459	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RELB	28.564103	0	152	0	0	117	0	148	0	394	0	142	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF655	28.538462	0	0	0	0	0	0	0	0	1002	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOWAHD	28.512821	0	0	0	0	100	0	437	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EDN1	28.512821	0	0	0	0	0	0	136	368	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HBA1	28.487179	0	237	0	0	189	0	268	216	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8A	28.461538	0	177	149	0	409	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EREG	28.461538	0	0	0	0	0	0	0	0	1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORO2B	28.461538	0	0	0	170	248	0	0	409	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF518B	28.435897	0	0	0	0	276	0	340	0	0	0	0	0	0	0	0	0	0	111	0	0	0	259	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0
KCNQ4	28.435897	0	0	0	0	486	0	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLIS3	28.435897	0	226	119	0	0	0	423	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCNI2	28.435897	0	0	0	90	0	0	0	1019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF221	28.333333	0	0	0	0	171	0	93	0	841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RELN	28.333333	0	0	0	0	248	0	206	0	0	0	0	0	0	0	0	0	0	189	0	0	117	148	0	95	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0
ENTPD3	28.307692	0	0	0	0	164	0	498	156	149	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAET1L	28.282051	0	0	0	0	0	0	243	584	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLRA1	28.282051	0	0	0	0	320	0	237	130	0	0	0	0	0	0	0	0	0	136	0	0	0	147	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0
CXorf56	28.282051	0	0	0	0	166	0	108	0	829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC169-SOHLH2	28.282051	0	175	0	0	0	0	0	110	818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC169	28.282051	0	175	0	0	0	0	0	110	818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF11B	28.256410	0	0	0	0	256	0	0	244	265	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COLEC10	28.256410	0	0	0	0	256	0	0	244	265	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM23	28.256410	0	0	0	0	166	0	444	0	0	0	0	0	0	0	0	0	0	143	0	0	0	243	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0
ACY3	28.256410	0	0	0	0	0	0	0	251	0	177	217	0	0	100	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSS3	28.230769	0	0	0	0	0	0	124	409	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTXN1	28.205128	0	121	0	0	348	0	468	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TESC	28.128205	0	0	0	0	262	0	0	199	0	0	0	0	0	0	0	0	0	210	142	79	0	0	0	118	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL18A1	28.128205	0	0	0	0	214	0	380	158	0	0	0	0	0	0	0	0	0	174	0	90	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
