ProteinA	UniProtID_A	GeneName_A	ProteinB	UniProtID_B	GeneName_B	MethodType	Method	Publication	Source
PO5F1_MOUSE	P20263	POU5F1	HNRPL_MOUSE	P14866	HNRNPL	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471788)
PO5F1_MOUSE	P20263	POU5F1	HNRPL_MOUSE	P14866	HNRNPL	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674340)
PO5F1_MOUSE	P20263	POU5F1	H2B3B_MOUSE	Q8N257	H2BU1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471786)
PO5F1_MOUSE	P20263	POU5F1	H32_MOUSE	Q71DI3	H3C15	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471784)
PO5F1_MOUSE	P20263	POU5F1	P66B_MOUSE	Q8WXI9	GATAD2B	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2010 (PMID:20362541)	BioGRID (Acc:471189)
PO5F1_MOUSE	P20263	POU5F1	P66B_MOUSE	Q8WXI9	GATAD2B	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471778)
PO5F1_MOUSE	P20263	POU5F1	P66B_MOUSE	Q8WXI9	GATAD2B	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674323)
PO5F1_MOUSE	P20263	POU5F1	DNM3L_MOUSE	Q9UJW3	DNMT3L	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471776)
PO5F1_MOUSE	P20263	POU5F1	DNJA1_MOUSE	P31689	DNAJA1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471774)
PO5F1_MOUSE	P20263	POU5F1	DNJA1_MOUSE	P31689	DNAJA1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674307)
PO5F1_MOUSE	P20263	POU5F1	DDB1_MOUSE	Q16531	DDB1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471772)
PO5F1_MOUSE	P20263	POU5F1	CUBN_MOUSE	O60494	CUBN	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471770)
PO5F1_MOUSE	P20263	POU5F1	CTBP1_MOUSE	Q13363	CTBP1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471768)
PO5F1_MOUSE	P20263	POU5F1	CHD5_MOUSE	Q8TDI0	CHD5	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471766)
PO5F1_MOUSE	P20263	POU5F1	CHD3_MOUSE	Q12873	CHD3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471764)
PO5F1_MOUSE	P20263	POU5F1	PYR1_MOUSE	P27708	CAD	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471762)
PO5F1_MOUSE	P20263	POU5F1	ATF2_MOUSE	P15336	ATF2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471759)
PO5F1_MOUSE	P20263	POU5F1	ACINU_MOUSE	Q9UKV3	ACIN1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471753)
PO5F1_MOUSE	P20263	POU5F1	XRCC5_MOUSE	P13010	XRCC5	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471835)
PO5F1_MOUSE	P20263	POU5F1	UBN2_MOUSE	Q6ZU65	UBN2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471833)
PO5F1_MOUSE	P20263	POU5F1	TRI33_MOUSE	Q9UPN9	TRIM33	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471831)
PO5F1_MOUSE	P20263	POU5F1	TOP2A_MOUSE	P11388	TOP2A	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471829)
PO5F1_MOUSE	P20263	POU5F1	TFE3_MOUSE	P19532	TFE3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471827)
PO5F1_MOUSE	P20263	POU5F1	SSRP1_MOUSE	Q08945	SSRP1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471825)
PO5F1_MOUSE	P20263	POU5F1	SSRP1_MOUSE	Q08945	SSRP1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674433)
PO5F1_MOUSE	P20263	POU5F1	SALL3_MOUSE	Q9BXA9	SALL3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471819)
PO5F1_MOUSE	P20263	POU5F1	RFA3_MOUSE	P35244	RPA3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471817)
PO5F1_MOUSE	P20263	POU5F1	RFX2_MOUSE	P48378	RFX2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471815)
PO5F1_MOUSE	P20263	POU5F1	PSB6_MOUSE	P28072	PSMB6	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471813)
PO5F1_MOUSE	P20263	POU5F1	PO5F1_MOUSE	Q01860	POU5F1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471811)
PO5F1_MOUSE	P20263	POU5F1	PO5F1_MOUSE	Q01860	POU5F1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Liang, J. et al., 2008 (PMID:18454139)	BioGRID (Acc:486641)
PO5F1_MOUSE	P20263	POU5F1	PO5F1_MOUSE	Q01860	POU5F1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674262)
PO5F1_MOUSE	P20263	POU5F1	NFYC_MOUSE	Q13952	NFYC	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471805)
PO5F1_MOUSE	P20263	POU5F1	MSH6_MOUSE	P52701	MSH6	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471799)
PO5F1_MOUSE	P20263	POU5F1	MSH6_MOUSE	P52701	MSH6	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674368)
PO5F1_MOUSE	P20263	POU5F1	MSH6_MOUSE	P52701	MSH6	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674474)
PO5F1_MOUSE	P20263	POU5F1	IMA1_MOUSE	P52292	KPNA2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471793)
PO5F1_MOUSE	P20263	POU5F1	INO80_MOUSE	Q9ULG1	INO80	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471791)
PO5F1_MOUSE	P20263	POU5F1	HNRPU_MOUSE	Q00839	HNRNPU	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471789)
PO5F1_MOUSE	P20263	POU5F1	HNRPU_MOUSE	Q00839	HNRNPU	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674341)
PO5F1_MOUSE	P20263	POU5F1	ROAA_MOUSE	Q99729	HNRNPAB	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471787)
PO5F1_MOUSE	P20263	POU5F1	H4_MOUSE	P62805	H4C1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471785)
PO5F1_MOUSE	P20263	POU5F1	HIRA_MOUSE	P54198	HIRA	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471783)
PO5F1_MOUSE	P20263	POU5F1	P66B_MOUSE	Q8WXI9	GATAD2B	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2010 (PMID:20362541)	BioGRID (Acc:471191)
PO5F1_MOUSE	P20263	POU5F1	P66B_MOUSE	Q8WXI9	GATAD2B	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Wang, J. et al., 2006 (PMID:17093407)	BioGRID (Acc:471632)
PO5F1_MOUSE	P20263	POU5F1	P66B_MOUSE	Q8WXI9	GATAD2B	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471779)
PO5F1_MOUSE	P20263	POU5F1	P66B_MOUSE	Q8WXI9	GATAD2B	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674324)
PO5F1_MOUSE	P20263	POU5F1	EMD_MOUSE	P50402	EMD	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471777)
PO5F1_MOUSE	P20263	POU5F1	DNM3A_MOUSE	Q9Y6K1	DNMT3A	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471775)
PO5F1_MOUSE	P20263	POU5F1	DHX9_MOUSE	Q08211	DHX9	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471773)
PO5F1_MOUSE	P20263	POU5F1	CUL4B_MOUSE	Q13620	CUL4B	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471771)
PO5F1_MOUSE	P20263	POU5F1	CUL4B_MOUSE	Q13620	CUL4B	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674303)
PO5F1_MOUSE	P20263	POU5F1	CREB1_MOUSE	P16220	CREB1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471767)
PO5F1_MOUSE	P20263	POU5F1	CHD1_MOUSE	O14646	CHD1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471763)
PO5F1_MOUSE	P20263	POU5F1	ASF1A_MOUSE	Q9Y294	ASF1A	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471758)
PO5F1_MOUSE	P20263	POU5F1	AMOL2_MOUSE	Q9Y2J4	AMOTL2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471755)
PO5F1_MOUSE	P20263	POU5F1	ZSCA4_MOUSE	Q8NAM6	ZSCAN4	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471845)
PO5F1_MOUSE	P20263	POU5F1	BRWD1_MOUSE	Q9NSI6	BRWD1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471760)
PO5F1_MOUSE	P20263	POU5F1	ACL6A_MOUSE	O96019	ACTL6A	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471754)
PO5F1_MOUSE	P20263	POU5F1	ACL6A_MOUSE	O96019	ACTL6A	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674263)
PO5F1_MOUSE	P20263	POU5F1	SALL1_MOUSE	Q9NSC2	SALL1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2010 (PMID:20362541)	BioGRID (Acc:471208)
PO5F1_MOUSE	P20263	POU5F1	SALL1_MOUSE	Q9NSC2	SALL1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2010 (PMID:20362541)	BioGRID (Acc:471572)
PO5F1_MOUSE	P20263	POU5F1	SALL1_MOUSE	Q9NSC2	SALL1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471818)
PO5F1_MOUSE	P20263	POU5F1	SALL1_MOUSE	Q9NSC2	SALL1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674413)
PO5F1_MOUSE	P20263	POU5F1	LITD1_MOUSE	Q5T7N2	L1TD1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2010 (PMID:20362541)	BioGRID (Acc:471230)
PO5F1_MOUSE	P20263	POU5F1	LITD1_MOUSE	Q5T7N2	L1TD1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674352)
PO5F1_MOUSE	P20263	POU5F1	MSH2_MOUSE	P43246	MSH2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2010 (PMID:20362541)	BioGRID (Acc:471232)
PO5F1_MOUSE	P20263	POU5F1	MSH2_MOUSE	P43246	MSH2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674367)
PO5F1_MOUSE	P20263	POU5F1	MSH2_MOUSE	P43246	MSH2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674473)
PO5F1_MOUSE	P20263	POU5F1	RBM4_MOUSE	Q9BWF3	RBM4	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2010 (PMID:20362541)	BioGRID (Acc:471234)
PO5F1_MOUSE	P20263	POU5F1	ZCHC8_MOUSE	Q6NZY4	ZCCHC8	physical association (MI:0915)	affinity chromatography technology (MI:0004)	van den Berg, DL. et al., 2010 (PMID:20362541)	BioGRID (Acc:471240)
PO5F1_MOUSE	P20263	POU5F1	ILF2_MOUSE	Q12905	ILF2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Wang, J. et al., 2006 (PMID:17093407)	BioGRID (Acc:471630)
PO5F1_MOUSE	P20263	POU5F1	CABIN_MOUSE	Q9Y6J0	CABIN1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471761)
PO5F1_MOUSE	P20263	POU5F1	DNLI3_MOUSE	P49916	LIG3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471795)
PO5F1_MOUSE	P20263	POU5F1	PARP1_MOUSE	P09874	PARP1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471809)
PO5F1_MOUSE	P20263	POU5F1	PARP1_MOUSE	P09874	PARP1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471850)
PO5F1_MOUSE	P20263	POU5F1	PARP1_MOUSE	P09874	PARP1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674385)
PO5F1_MOUSE	P20263	POU5F1	ZBT10_MOUSE	Q96DT7	ZBTB10	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471837)
PO5F1_MOUSE	P20263	POU5F1	ZBTB2_MOUSE	Q8N680	ZBTB2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471838)
PO5F1_MOUSE	P20263	POU5F1	ZFHX3_MOUSE	Q15911	ZFHX3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471840)
PO5F1_MOUSE	P20263	POU5F1	ZIC2_MOUSE	O95409	ZIC2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pardo, M. et al., 2010 (PMID:20362542)	BioGRID (Acc:471844)
PO5F1_MOUSE	P20263	POU5F1	ARP3_MOUSE	P61158	ACTR3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674264)
PO5F1_MOUSE	P20263	POU5F1	AHNK_MOUSE	Q09666	AHNAK	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674265)
PO5F1_MOUSE	P20263	POU5F1	ANR17_MOUSE	O75179	ANKRD17	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674267)
PO5F1_MOUSE	P20263	POU5F1	ANXA2_MOUSE	P07355	ANXA2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674268)
PO5F1_MOUSE	P20263	POU5F1	AP2M1_MOUSE	Q96CW1	AP2M1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674269)
PO5F1_MOUSE	P20263	POU5F1	APLP2_MOUSE	Q06481	APLP2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674270)
PO5F1_MOUSE	P20263	POU5F1	ARI1A_MOUSE	O14497	ARID1A	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674271)
PO5F1_MOUSE	P20263	POU5F1	AT1A1_MOUSE	P05023	ATP1A1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674274)
PO5F1_MOUSE	P20263	POU5F1	ATX10_MOUSE	Q9UBB4	ATXN10	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674275)
PO5F1_MOUSE	P20263	POU5F1	PRC2B_MOUSE	Q5JSZ5	PRRC2B	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674276)
PO5F1_MOUSE	P20263	POU5F1	BPTF_MOUSE	Q12830	BPTF	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674277)
PO5F1_MOUSE	P20263	POU5F1	BRD3_MOUSE	Q15059	BRD3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674278)
PO5F1_MOUSE	P20263	POU5F1	BRD4_MOUSE	O60885	BRD4	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674279)
PO5F1_MOUSE	P20263	POU5F1	BZW2_MOUSE	Q9Y6E2	BZW2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674280)
PO5F1_MOUSE	P20263	POU5F1	CALU_MOUSE	O43852	CALU	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674281)
PO5F1_MOUSE	P20263	POU5F1	TCPB_MOUSE	P78371	CCT2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674282)
PO5F1_MOUSE	P20263	POU5F1	TCPG_MOUSE	P49368	CCT3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674283)
PO5F1_MOUSE	P20263	POU5F1	TCPD_MOUSE	P50991	CCT4	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674284)
PO5F1_MOUSE	P20263	POU5F1	TCPE_MOUSE	P48643	CCT5	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674285)
PO5F1_MOUSE	P20263	POU5F1	TCPH_MOUSE	Q99832	CCT7	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674286)
PO5F1_MOUSE	P20263	POU5F1	CDC73_MOUSE	Q6P1J9	CDC73	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674287)
PO5F1_MOUSE	P20263	POU5F1	CKAP5_MOUSE	Q14008	CKAP5	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674290)
PO5F1_MOUSE	P20263	POU5F1	NEUA_MOUSE	Q8NFW8	CMAS	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674291)
PO5F1_MOUSE	P20263	POU5F1	CNN2_MOUSE	Q99439	CNN2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674292)
PO5F1_MOUSE	P20263	POU5F1	CNN3_MOUSE	Q15417	CNN3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674293)
PO5F1_MOUSE	P20263	POU5F1	CNOT1_MOUSE	A5YKK6	CNOT1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674294)
PO5F1_MOUSE	P20263	POU5F1	COIA1_MOUSE	P39060	COL18A1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674295)
PO5F1_MOUSE	P20263	POU5F1	COPB_MOUSE	P53618	COPB1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674296)
PO5F1_MOUSE	P20263	POU5F1	CPSF1_MOUSE	Q10570	CPSF1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674297)
PO5F1_MOUSE	P20263	POU5F1	CPSF2_MOUSE	Q9P2I0	CPSF2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674298)
PO5F1_MOUSE	P20263	POU5F1	CPSF6_MOUSE	Q16630	CPSF6	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674299)
PO5F1_MOUSE	P20263	POU5F1	CSK21_MOUSE	P68400	CSNK2A1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674300)
PO5F1_MOUSE	P20263	POU5F1	CTNB1_MOUSE	P35222	CTNNB1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674302)
PO5F1_MOUSE	P20263	POU5F1	CTNB1_MOUSE	P35222	CTNNB1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Faunes, F. et al., 2013 (PMID:23444350)	BioGRID (Acc:1110787)
PO5F1_MOUSE	P20263	POU5F1	CTNB1_MOUSE	P35222	CTNNB1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Faunes, F. et al., 2013 (PMID:23444350)	BioGRID (Acc:1110790)
PO5F1_MOUSE	P20263	POU5F1	ODB2_MOUSE	P11182	DBT	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674304)
PO5F1_MOUSE	P20263	POU5F1	DDX4_MOUSE	Q9NQI0	DDX4	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674305)
PO5F1_MOUSE	P20263	POU5F1	DDX47_MOUSE	Q9H0S4	DDX47	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674306)
PO5F1_MOUSE	P20263	POU5F1	DNJA2_MOUSE	O60884	DNAJA2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674308)
PO5F1_MOUSE	P20263	POU5F1	DJC13_MOUSE	O75165	DNAJC13	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674309)
PO5F1_MOUSE	P20263	POU5F1	DYHC1_MOUSE	Q14204	DYNC1H1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674311)
PO5F1_MOUSE	P20263	POU5F1	EF2_MOUSE	P13639	EEF2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674312)
PO5F1_MOUSE	P20263	POU5F1	EHD4_MOUSE	Q9H223	EHD4	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674313)
PO5F1_MOUSE	P20263	POU5F1	ELAV1_MOUSE	Q15717	ELAVL1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674314)
PO5F1_MOUSE	P20263	POU5F1	ERR3_MOUSE	P62508	ESRRG	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Ding, J. et al., 2012 (PMID:22083510)	BioGRID (Acc:674316)
